#### EXPORT DONNEES METEO POUR "PARIS" (LAT/LON: 48.856614/2.3522219)
#### DONNEES PROVENANT DE WWW.HISTORIQUE-METEO.NET - UTILISATION LIBRE A CONDITION DE MENTIONNER LEUR PROVENANCE
#### DOC POUR LES WEATHER CODES : https://www.historique-meteo.net/weathercodes.txt
DATE,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C,TEMPERATURE_NOON_C,TEMPERATURE_EVENING_C,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C,WEATHER_CODE_MORNING,WEATHER_CODE_NOON,WEATHER_CODE_EVENING,TOTAL_SNOW_MM,UV_INDEX,SUNHOUR,OPINION
2016-07-30,23,16,13,16,22,20,0.5,87,10,1015,56.25,26,17,17,116,176,116,,,,météo correcte
2016-07-31,22,18,26,18,22,21,1,88,9.625,1019,37.625,26,16,17,116,176,176,,,,météo favorable
2016-08-01,24,18,15,14,22,24,0,66,10,1021,15.5,25,14,21,113,116,113,,,,météo favorable
2016-08-02,23,20,26,19,22,21,2.9,84,6.25,1018,80.125,26,18,20,266,296,122,,,,météo défavorable
2016-08-03,28,21,23,19,24,27,1.3,81,7,1016,81.25,28,17,20,266,113,122,,,,météo défavorable
2016-08-04,22,20,15,18,20,20,0.3,75,9,1015,78.75,25,16,20,119,122,116,,,,météo défavorable
2016-08-05,23,18,18,15,22,23,0.2,73,9,1024,27.125,25,16,20,116,116,113,,,,météo favorable
2016-08-06,24,18,18,14,22,23,0.3,74,9,1029,35.625,26,16,21,116,176,116,,,,météo favorable
2016-08-07,27,20,14,15,24,27,0,74,10,1029,30.25,28,18,23,113,116,119,,,,météo favorable
2016-08-08,25,19,20,16,23,24,0.3,74,8,1024,52.25,25,17,19,113,122,176,,,,météo correcte
2016-08-09,23,19,23,15,22,21,0.2,64,9.875,1024,23.75,24,13,18,113,176,113,,,,météo favorable
2016-08-10,21,17,22,12,20,20,0.8,67,9.875,1024,34.375,20,11,17,116,353,176,,,,météo correcte
2016-08-11,22,17,16,12,21,22,0.2,63,10,1026,57,25,13,19,116,176,116,,,,météo correcte
2016-08-12,26,17,12,13,23,25,0,70,10,1027,34.25,30,20,22,116,116,113,,,,météo favorable
2016-08-13,27,18,9,14,24,27,0,57,10,1025,3.875,32,20,23,113,113,113,,,,météo idéale
2016-08-14,27,20,14,15,25,26,0,64,10,1024,9.75,30,17,23,113,113,116,,,,météo idéale
2016-08-15,27,21,16,16,25,26,0,70,10,1023,10.625,30,19,22,116,113,113,,,,météo idéale
2016-08-16,29,20,13,16,26,28,0,69,9,1018,20.125,34,20,26,116,113,116,,,,météo idéale
2016-08-17,29,21,12,18,26,28,0,70,7,1013,8.875,32,20,26,143,113,113,,,,météo idéale
2016-08-18,24,22,12,20,24,24,8.7,75,9.5,1010,34.75,28,19,24,353,353,176,,,,météo correcte
2016-08-19,24,23,17,15,23,23,0.8,70,7,1011,64.25,25,18,23,116,176,266,,,,météo correcte
2016-08-20,25,21,27,17,23,23,3.4,66,9.875,1016,28.75,25,14,20,113,113,353,,,,météo favorable
2016-08-21,22,19,28,15,22,22,0.6,64,10,1023,37.875,25,13,19,116,353,113,,,,météo correcte
2016-08-22,27,20,12,15,25,26,0,65,10,1027,26.625,29,19,23,113,113,113,,,,météo idéale
2016-08-23,31,23,17,17,28,29,0,57,10,1026,1.75,33,20,25,113,113,113,,,,météo idéale
2016-08-24,33,24,10,19,30,32,0,57,10,1021,0,40,21,29,113,113,113,,,,météo correcte
2016-08-25,36,25,9,21,33,34,0,53,10,1016,0.25,42,22,31,113,113,113,,,,météo correcte
2016-08-26,32,25,13,22,29,31,0,58,10,1018,14.875,36,19,28,113,113,116,,,,météo favorable
2016-08-27,36,26,16,21,32,34,0,46,10,1017,5.625,37,23,30,113,113,113,,,,météo favorable
2016-08-28,29,24,27,23,28,27,0.5,66,10,1017,21.75,27,18,21,113,113,119,,,,météo idéale
2016-08-29,24,20,22,20,20,22,4.1,83,9.875,1024,64.5,27,18,20,122,353,176,,,,météo correcte
2016-08-30,25,18,11,15,23,24,0,70,9,1025,13,28,16,22,143,113,113,,,,météo idéale
2016-09-01,27,18,10,15,22,25,0,72,10,1025,23.25,28,17,22,116,116,113,,,,météo favorable
2016-09-02,27,18,8,13,25,27,0,59,10,1024,29.875,28,12,19,113,116,113,,,,météo favorable
2016-09-03,30,20,14,15,25,27,0.6,67,10,1018,21.125,29,13,21,113,113,116,,,,météo idéale
2016-09-04,22,21,25,18,22,21,6.5,78,10,1019,78.25,25,18,22,353,353,176,,,,météo défavorable
2016-09-05,22,19,7,18,20,20,4.2,93,4.75,1023,97.25,24,19,19,296,176,266,,,,météo défavorable
2016-09-06,24,20,9,20,22,24,0.3,89,6.75,1025,73.875,27,20,21,143,122,116,,,,météo défavorable
2016-09-07,27,19,14,14,26,25,0,66,10,1022,0.125,30,18,24,113,113,113,,,,météo idéale
2016-09-08,26,19,22,14,26,23,0,63,10,1017,3.75,27,17,21,113,113,113,,,,météo idéale
2016-09-09,23,18,9,13,22,19,0,58,10,1020,3.625,29,16,19,113,113,113,,,,météo favorable
2016-09-10,27,18,17,13,25,25,0,58,10,1017,15.75,28,14,22,113,113,116,,,,météo idéale
2016-09-11,26,20,7,19,23,24,1.1,89,8.875,1018,64.25,29,19,19,176,119,176,,,,météo correcte
2016-09-12,32,22,15,17,30,30,0,49,10,1016,34.5,32,17,26,113,113,113,,,,météo favorable
2016-09-13,33,26,19,23,31,30,3.1,62,9.125,1012,19.25,32,18,26,176,113,113,,,,météo favorable
2016-09-14,31,25,20,18,29,29,0.2,69,9.875,1010,32.125,31,19,23,113,119,113,,,,météo correcte
2016-09-15,23,17,24,17,21,19,6.9,90,8.5,1013,74.125,25,17,17,293,176,113,,,,météo défavorable
2016-09-16,23,17,30,15,23,17,1.9,81,9.875,1014,58.5,25,14,16,116,113,176,,,,météo correcte
2016-09-17,16,15,20,15,16,15,1.8,91,6,1018,86,17,15,13,122,266,266,,,,météo défavorable
2016-09-18,20,15,20,12,19,20,1.7,87,6.5,1018,77.25,25,16,19,143,353,353,,,,météo défavorable
2016-09-19,20,16,15,14,20,16,1.2,88,8,1020,87.375,19,15,16,176,353,122,,,,météo défavorable
2016-09-20,20,15,8,15,18,19,0.8,71,9.75,1019,52,25,13,16,119,119,176,,,,météo correcte
2016-09-21,21,14,5,11,19,19,0,77,10,1019,20.875,25,13,15,113,113,116,,,,météo favorable
2016-09-22,24,15,10,11,21,20,0,66,10,1022,24.375,25,12,19,113,113,116,,,,météo idéale
2016-09-23,24,15,5,11,20,20,0,67,10,1025,42.375,25,13,16,119,116,113,,,,météo favorable
2016-09-24,24,16,23,12,23,21,0,59,10,1024,0.75,26,13,20,113,113,113,,,,météo idéale
2016-09-25,19,17,15,14,19,17,9.1,92,9.625,1024,30.25,20,16,15,113,353,113,,,,météo correcte
2016-09-26,19,12,6,9,17,16,0,64,10,1025,54.75,24,10,16,116,116,116,,,,météo favorable
2016-09-27,22,12,12,9,20,20,0,65,10,1027,43.125,24,10,16,116,113,116,,,,météo favorable
2016-09-28,24,16,18,13,22,21,0,77,10,1029,52.25,26,16,19,122,116,113,,,,météo favorable
2016-09-29,23,17,23,14,21,20,0,81,9,1025,37,25,15,18,116,116,113,,,,météo favorable
2016-09-30,20,16,14,16,19,18,0.7,76,8.375,1015,50.25,24,13,15,176,116,176,,,,météo favorable
2016-10-01,19,12,25,11,16,17,2.9,82,9.75,1011,51.375,19,12,13,116,119,353,,,,météo correcte
2016-10-02,17,11,16,9,14,16,0.4,80,10,1021,40.5,17,9,11,119,176,116,,,,météo correcte
2016-10-03,16,9,5,6,13,16,0,75,10,1028,5.125,23,11,10,116,113,113,,,,météo correcte
2016-10-04,19,13,22,10,17,16,0,77,9,1029,3.875,19,9,11,113,113,113,,,,météo favorable
2016-10-05,16,11,25,10,14,14,0,67,10,1027,0.5,16,9,9,113,113,113,,,,météo correcte
2016-10-06,15,8,24,7,12,14,0,73,10,1024,28.875,15,6,6,113,116,119,,,,météo correcte
2016-10-07,15,9,18,7,13,15,0,84,10,1020,74.125,16,9,9,119,122,119,,,,météo défavorable
2016-10-08,16,11,15,11,14,15,0.1,76,10,1024,59.5,17,9,11,119,116,116,,,,météo correcte
2016-10-09,14,6,9,5,11,13,0,70,10,1026,29,15,7,9,113,113,119,,,,météo correcte
2016-10-10,15,5,6,3,11,13,1,66,10,1026,27.25,17,7,11,113,113,353,,,,météo correcte
2016-10-11,12,5,10,4,9,11,0.9,81,10,1022,20.625,14,7,9,113,116,113,,,,météo très défavorable
2016-10-12,14,6,19,5,11,12,0,77,10,1020,8.625,14,5,4,113,113,113,,,,météo correcte
2016-10-13,11,7,20,5,10,10,1.7,77,7.375,1015,59.5,11,6,4,116,176,266,,,,météo défavorable
2016-10-14,16,11,12,10,14,14,4.9,90,8.375,1006,100,16,12,10,122,122,296,,,,météo défavorable
2016-10-15,16,9,19,8,13,16,2.1,85,9.875,1015,32.375,17,11,9,113,116,113,,,,météo correcte
2016-10-16,19,10,18,8,16,17,0.1,76,10,1018,28.25,23,10,13,113,113,116,,,,météo favorable
2016-10-17,17,13,13,13,15,15,1,86,7.875,1024,43.125,19,12,13,143,119,176,,,,météo correcte
2016-10-18,16,9,22,8,13,14,1,85,8.875,1024,38.75,17,10,10,143,116,296,,,,météo correcte
2016-10-19,14,8,18,7,12,12,0.5,82,8.25,1024,28.875,14,8,8,143,176,113,,,,météo correcte
2016-10-20,14,9,24,7,12,13,0.6,88,7.625,1019,72.125,14,9,9,122,353,119,,,,météo défavorable
2016-10-21,13,9,10,8,12,12,0.3,89,7,1018,82.125,15,9,9,122,176,122,,,,météo défavorable
2016-10-22,11,8,6,8,9,9,0,85,8,1017,21.375,15,8,10,143,113,113,,,,météo défavorable
2016-10-23,12,5,17,3,9,12,10.8,80,8.125,1013,55.5,13,9,6,143,119,302,,,,météo très défavorable
2016-10-24,12,9,4,9,10,12,6.5,98,6.5,1016,83.875,17,13,12,266,263,176,,,,météo défavorable
2016-10-25,14,10,8,9,12,13,0.1,92,6.25,1025,93.25,16,13,13,248,122,122,,,,météo défavorable
2016-10-26,15,8,8,7,12,12,0,87,7,1031,23.5,18,12,11,143,113,113,,,,météo correcte
2016-10-27,13,7,4,6,10,11,0,89,8,1035,20.625,17,12,11,143,116,113,,,,météo correcte
2016-10-28,13,6,3,5,10,13,0,87,8,1036,27.625,17,12,11,143,116,113,,,,météo correcte
2016-10-29,15,11,14,8,13,14,0,88,8.375,1036,14.5,16,12,11,143,113,113,,,,météo correcte
2016-10-30,16,11,14,8,15,14,0,82,6.625,1031,8.125,17,9,9,143,113,113,,,,météo correcte
2016-10-31,17,11,12,9,16,14,0,77,10,1028,9.5,17,10,10,113,113,113,,,,météo correcte
2016-11-01,10,7,6,6,8,10,0,82,10,1025,28.625,15,9,11,113,113,122,,,,météo défavorable
2016-11-02,12,10,15,10,11,9,0.2,89,6.625,1024,62.125,13,10,10,248,119,113,,,,météo défavorable
2016-11-03,11,7,5,3,11,6,0,81,10,1024,13,12,5,7,113,113,113,,,,météo défavorable
2016-11-04,8,6,12,5,8,6,5.2,79,8.875,1020,80,9,5,5,119,176,296,,,,météo très défavorable
2016-11-05,11,8,15,8,10,9,5.2,88,7.75,1006,62.125,11,7,6,296,176,113,,,,météo défavorable
2016-11-06,8,6,15,4,8,6,0.8,82,8.625,1006,55.875,9,4,4,116,116,176,,,,météo très défavorable
2016-11-07,7,5,15,3,7,4,2.5,91,8.5,1010,71.25,7,5,2,116,389,122,,,,météo très défavorable
2016-11-08,7,4,13,1,7,6,0.5,90,6.875,1013,54.875,8,3,1,143,176,176,,,,météo très défavorable
2016-11-09,10,7,35,6,9,8,12.1,93,8.875,1008,91.625,10,7,3,296,302,353,,,,météo défavorable
2016-11-10,11,8,20,7,10,10,2.8,92,9.75,1010,64,11,7,5,176,176,353,,,,météo défavorable
2016-11-11,9,7,18,5,8,6,0.9,88,9.875,1025,37.25,8,5,4,176,122,116,,,,météo défavorable
2016-11-12,7,3,20,1,6,6,5.4,82,9.375,1025,56.25,7,5,-1,116,116,296,,,,météo très défavorable
2016-11-13,9,8,13,7,9,6,2.1,94,5.875,1028,99.625,9,8,6,266,176,176,,,,météo défavorable
2016-11-14,7,4,5,5,6,7,0.4,86,7.375,1033,70.375,8,5,4,143,119,176,,,,météo très défavorable
2016-11-15,11,9,15,8,10,11,3.1,97,4.75,1031,100,12,12,8,266,266,296,,,,météo défavorable
2016-11-16,13,11,21,11,12,13,1.7,92,6.5,1026,94.125,13,11,10,353,176,266,,,,météo défavorable
2016-11-17,12,11,31,10,12,12,1.2,88,10,1017,83,12,10,9,353,122,122,,,,météo défavorable
2016-11-18,11,9,31,10,10,8,3.3,76,9.875,1006,61.875,11,8,6,353,353,122,,,,météo défavorable
2016-11-19,9,6,24,5,8,7,0.1,82,10,1009,31,9,4,2,113,113,113,,,,météo défavorable
2016-11-20,13,12,40,10,13,12,7.3,85,8,1003,90.875,13,10,8,266,296,353,,,,météo défavorable
2016-11-21,16,13,27,12,16,13,3.6,86,9.75,998,60.875,16,12,11,176,176,176,,,,météo correcte
2016-11-22,12,9,22,8,11,11,0,91,9.375,1013,54.625,12,10,6,116,122,116,,,,météo défavorable
2016-11-23,15,11,14,10,14,12,5.3,91,9.125,1015,60,15,11,9,302,119,113,,,,météo correcte
2016-11-24,13,11,18,10,12,12,0,82,10,1016,57.375,13,9,9,116,116,116,,,,météo correcte
2016-11-25,12,10,25,8,11,11,0.1,81,10,1017,87.75,12,8,7,176,122,122,,,,météo défavorable
2016-11-26,10,8,8,7,9,9,0.8,93,5.375,1018,73.875,10,8,7,143,119,266,,,,météo défavorable
2016-11-27,9,5,18,5,8,7,0,91,6.625,1023,50.75,9,5,3,143,116,119,,,,météo très défavorable
2016-11-28,5,3,25,3,5,3,0,80,10,1028,9.875,5,2,-2,116,113,113,,,,météo très défavorable
2016-11-29,5,1,19,0,4,4,0,59,10,1033,0,5,0,-4,113,113,113,,,,météo très défavorable
2016-11-30,6,2,2,-1,4,6,0,63,10,1036,0.625,7,0,2,113,113,113,,,,météo très défavorable
2016-12-01,7,2,5,0,7,4,0,64,10,1034,4.625,7,0,2,113,113,113,,,,météo très défavorable
2016-12-02,5,3,9,2,5,3,0,96,4.875,1028,70.375,5,4,3,143,143,143,,,,météo très défavorable
2016-12-03,5,2,18,2,4,3,0,93,6.75,1023,31.875,5,4,-2,248,116,113,,,,météo très défavorable
2016-12-04,7,1,12,1,5,5,0,76,10,1023,0.25,7,3,-2,113,113,113,,,,météo très défavorable
2016-12-05,7,3,9,2,7,5,0,90,9,1027,18.5,7,4,0,143,116,113,,,,météo très défavorable
2016-12-06,9,4,7,2,8,6,0,86,10,1031,31.375,9,5,3,116,116,113,,,,météo très défavorable
2016-12-07,9,5,10,5,8,7,0,82,10,1032,20.875,9,4,3,113,116,113,,,,météo très défavorable
2016-12-08,10,4,15,3,7,8,0,83,10,1033,21.5,10,4,1,113,113,113,,,,météo très défavorable
2016-12-09,9,6,11,5,9,7,0,91,10,1032,57.25,9,7,3,122,122,116,,,,météo défavorable
2016-12-10,10,5,11,4,8,8,0,95,8,1029,11.5,10,8,2,113,143,113,,,,météo très défavorable
2016-12-11,11,7,8,6,10,7,0.7,96,5.5,1027,29.5,11,8,5,263,143,113,,,,météo défavorable
2016-12-12,6,4,12,3,5,5,1.1,95,4.625,1027,57.125,6,4,2,113,143,266,,,,météo très défavorable
2016-12-13,9,6,14,5,8,8,0.8,88,9,1026,80.5,9,6,3,353,122,116,,,,météo défavorable
2016-12-14,9,5,10,5,9,7,0,71,10,1024,9.5,9,4,3,113,113,113,,,,météo très défavorable
2016-12-15,9,5,12,4,8,7,0,92,10,1023,24.375,9,6,3,116,113,113,,,,météo très défavorable
2016-12-16,9,6,9,6,9,7,0,93,10,1031,35.375,9,6,4,116,116,113,,,,météo défavorable
2016-12-17,9,5,7,4,9,6,0,91,8.375,1040,28.125,9,7,4,116,113,113,,,,météo très défavorable
2016-12-18,6,3,4,1,6,3,0,94,5,1040,30.75,6,3,3,143,116,116,,,,météo très défavorable
2016-12-19,6,3,14,3,6,5,0.2,94,8.625,1032,76.375,6,3,0,119,122,122,,,,météo très défavorable
2016-12-20,6,3,7,2,5,6,0.1,92,8,1025,37.625,6,4,1,119,119,113,,,,météo très défavorable
2016-12-21,6,2,20,2,4,5,2,87,9,1028,44.125,6,4,-2,113,113,116,,,,météo très défavorable
2016-12-22,9,7,18,6,9,9,13.6,96,5.25,1034,84.625,9,9,3,302,296,119,,,,météo défavorable
2016-12-23,8,4,13,3,7,6,0,96,5.625,1036,25.5,8,6,2,143,143,113,,,,météo très défavorable
2016-12-24,10,7,15,6,9,9,0.4,92,9,1034,75,10,7,5,266,119,116,,,,météo défavorable
2016-12-25,10,7,15,6,9,9,0.5,94,10,1034,76.875,10,9,5,122,116,176,,,,météo défavorable
2016-12-26,11,10,19,10,11,8,0.6,96,9,1039,62,11,11,8,119,122,113,,,,météo défavorable
2016-12-27,9,5,7,5,8,7,0,86,10,1045,2.75,9,5,4,113,113,113,,,,météo très défavorable
2016-12-28,7,1,13,0,5,4,0,88,10,1044,62.75,7,3,-2,122,119,113,,,,météo très défavorable
2016-12-29,6,2,9,1,5,5,0,84,10,1039,4.375,6,2,-1,113,113,113,,,,météo très défavorable
2016-12-30,7,3,3,2,7,5,0,76,10,1038,0,7,2,3,113,113,113,,,,météo très défavorable
2016-12-31,6,1,5,0,6,3,0,53,10,1036,0.625,6,0,1,113,113,113,,,,météo très défavorable
2017-01-01,3,-1,14,-2,2,0,0,67,10,1028,24,3,0,-5,113,113,116,,,,météo très défavorable
2017-01-02,4,2,10,1,3,2,0.3,97,8,1029,64.5,4,2,0,122,143,113,,,,météo très défavorable
2017-01-03,5,1,9,0,4,2,0,94,9,1031,12.125,5,2,-1,143,113,113,,,,météo très défavorable
2017-01-04,6,3,18,2,5,4,0.6,96,7,1028,89.875,6,5,-1,122,266,143,,,,météo très défavorable
2017-01-05,6,1,13,1,4,3,0,95,8,1036,24.125,6,3,-2,116,143,113,,,,météo très défavorable
2017-01-06,3,0,7,-2,2,2,0,77,10,1039,15.75,3,0,-2,116,113,113,,,,météo très défavorable
2017-01-07,1,-2,13,-3,1,1,0.3,55,9.125,1038,76.25,2,1,-6,113,122,122,,,,météo très défavorable
2017-01-08,6,4,4,3,6,6,0.9,99,0.25,1033,100,6,6,4,248,266,248,,,,météo très défavorable
2017-01-09,7,5,17,4,6,6,1.6,96,5.125,1032,96.5,7,6,1,248,266,176,,,,météo très défavorable
2017-01-10,9,6,18,4,8,7,6.2,95,7,1016,88.375,9,6,3,176,266,176,,,,météo défavorable
2017-01-11,10,7,21,5,9,8,1,96,6.625,1019,87.375,10,8,3,122,266,176,,,,météo défavorable
2017-01-12,8,7,24,6,8,8,8.4,91,6.5,1020,93.625,8,6,4,119,266,296,,,,météo très défavorable
2017-01-13,5,3,32,2,4,4,3.5,84,9.75,1014,53.25,5,1,-2,323,119,317,,,,météo très défavorable
2017-01-14,5,1,20,1,4,3,1.2,83,9.75,1022,28.125,5,1,-3,116,116,182,,,,météo très défavorable
2017-01-15,4,1,11,0,3,3,5,89,7.75,1024,70.5,4,2,-1,113,122,320,,,,météo très défavorable
2017-01-16,3,0,7,-2,2,2,0,94,7,1030,81.125,3,1,-3,326,122,122,,,,météo très défavorable
2017-01-17,2,0,17,-2,1,1,0,72,8.625,1037,13.5,2,0,-5,113,113,113,,,,météo très défavorable
2017-01-18,1,-4,23,-4,-1,-1,0,74,10,1037,5.5,1,0,-10,113,113,113,,,,météo très défavorable
2017-01-19,2,-4,19,-4,-1,-1,0,74,10,1036,3.875,2,0,-9,113,113,113,,,,météo très défavorable
2017-01-20,2,-4,13,-4,0,0,0,89,9,1033,13.25,2,0,-8,143,116,113,,,,météo très défavorable
2017-01-21,5,-3,7,-5,1,3,0,85,8,1030,5.5,5,0,-6,143,113,113,,,,météo très défavorable
2017-01-22,5,-2,9,-3,3,1,0,59,10,1027,32.375,5,0,-5,116,119,113,,,,météo très défavorable
2017-01-23,5,-1,10,-2,3,3,0,65,10,1028,20.375,5,1,-4,116,113,113,,,,météo très défavorable
2017-01-24,3,-1,4,-2,1,2,0.5,86,9.75,1029,35.75,3,1,-2,113,122,179,,,,météo très défavorable
2017-01-25,3,-3,13,-3,1,1,0,86,7,1029,15.625,3,0,-7,143,113,113,,,,météo très défavorable
2017-01-26,3,-4,12,-5,0,1,0,76,10,1025,7.5,3,0,-8,113,113,113,,,,météo très défavorable
2017-01-27,9,2,21,0,7,7,1,91,8.75,1016,43.75,9,5,-2,113,116,116,,,,météo très défavorable
2017-01-28,8,5,20,4,7,7,2.6,94,7.5,1020,75.625,8,6,1,266,122,266,,,,météo très défavorable
2017-01-29,8,3,17,3,6,6,0.6,95,9.625,1021,64.625,8,5,-1,353,116,119,,,,météo très défavorable
2017-01-30,11,8,15,7,8,11,11.4,97,4.125,1017,98.625,11,11,5,302,266,143,,,,météo défavorable
2017-01-31,12,10,8,9,12,11,4.3,98,5.5,1015,97.75,12,11,9,296,248,143,,,,météo défavorable
2017-02-01,11,8,19,7,11,9,0.5,95,4.5,1015,83,11,9,5,248,116,143,0,2,5.2,météo défavorable
2017-02-02,12,8,24,6,12,10,2.2,90,9.75,1010,78.25,12,9,5,116,122,122,0,3,5.2,météo défavorable
2017-02-03,10,6,28,6,10,8,2.5,91,8.75,1005,62.125,10,8,2,116,116,122,0,2,7,météo défavorable
2017-02-04,7,6,27,5,7,6,6.4,91,9.5,1004,73.5,7,5,2,122,122,119,0,2,3.5,météo très défavorable
2017-02-05,10,5,16,5,9,5,2,96,9.875,1006,86.375,10,6,3,122,122,119,0,1,5.3,météo très défavorable
2017-02-06,7,5,15,5,7,6,0.3,89,10,1019,97,8,4,3,122,119,122,0,2,3.5,météo très défavorable
2017-02-07,9,5,17,4,9,5,2.9,96,7.625,1018,69.875,9,7,3,143,122,113,0,2,5.3,météo très défavorable
2017-02-08,7,4,18,2,6,4,0.1,93,6,1027,79.25,7,4,1,143,122,122,0,1,5,météo très défavorable
2017-02-09,6,2,14,2,5,2,0.2,93,8.75,1027,76.375,6,2,0,122,122,113,0,1,8.3,météo très défavorable
2017-02-10,3,0,13,0,3,0,0.1,91,7.625,1021,85.375,3,0,-3,116,122,122,0.1,1,5,météo très défavorable
2017-02-11,2,-1,7,-2,1,0,0.1,90,7.625,1021,78.25,3,0,-3,119,122,122,0.2,1,5,météo très défavorable
2017-02-12,6,1,17,-1,3,4,0.9,93,7.375,1021,66.75,6,4,-3,116,122,116,0,1,8.3,météo très défavorable
2017-02-13,8,3,26,1,7,4,0,93,10,1021,17.875,8,4,-2,116,113,113,0,2,10.1,météo très défavorable
2017-02-14,10,5,21,3,8,8,0,92,10,1029,57.875,10,7,2,119,116,116,0,2,8.3,météo très défavorable
2017-02-15,14,8,16,6,14,9,1.8,93,9.875,1032,31.25,15,10,7,116,113,113,0,2,10.5,météo correcte
2017-02-16,12,7,6,5,12,7,3,92,8.75,1032,58.375,13,9,7,143,119,116,0,2,10,météo défavorable
2017-02-17,10,5,5,4,9,5,0,89,9,1031,42.5,12,5,7,143,116,113,0,2,10,météo très défavorable
2017-02-18,10,5,9,2,9,5,0,90,9,1029,16.875,11,6,4,143,116,113,0,2,10.6,météo très défavorable
2017-02-19,11,5,14,1,9,8,0,92,10,1026,24.125,11,7,5,113,113,122,0,2,10,météo très défavorable
2017-02-20,10,7,17,6,9,10,0.5,97,6,1026,93.125,10,10,5,122,122,143,0,2,5.4,météo défavorable
2017-02-21,11,10,20,10,11,10,0.2,92,10,1022,98,12,10,8,122,122,122,0,3,5.4,météo défavorable
2017-02-22,12,9,27,9,11,10,0.1,84,10,1020,90,12,9,6,122,122,122,0,2,5.4,météo défavorable
2017-02-23,10,8,37,9,10,8,0.9,84,9,1014,94.125,10,8,5,122,122,119,0,2,5.4,météo défavorable
2017-02-24,8,4,20,4,8,4,0.6,79,9.875,1022,44.125,8,3,2,116,116,113,0,2,10.1,météo très défavorable
2017-02-25,10,4,19,1,9,6,0,84,10,1023,17.5,10,4,1,113,116,113,0,2,10.9,météo très défavorable
2017-02-26,11,6,20,3,11,10,0.2,93,10,1017,74.5,11,9,2,113,119,122,0,1,5.5,météo défavorable
2017-02-27,10,7,41,9,10,7,6.2,87,8.5,1011,93.125,10,8,3,122,122,122,0,2,5.5,météo défavorable
2017-02-28,8,5,29,3,7,5,1.3,84,7.875,1001,60.25,8,3,1,116,122,122,0,2,7,météo très défavorable
2017-03-01,10,7,27,6,7,10,5.1,93,8.5,1006,88,10,9,3,116,122,122,0,2,5.5,météo défavorable
2017-03-02,10,6,26,4,10,6,0,81,10,1017,28.25,10,5,3,113,116,116,0,3,11.1,météo défavorable
2017-03-03,14,8,20,5,12,11,1.8,90,10,1014,57.25,14,9,5,119,113,116,0,2,10.1,météo correcte
2017-03-04,10,7,15,8,7,7,9.1,97,7.875,999,99.25,10,8,5,122,248,122,0,2,5.6,météo défavorable
2017-03-05,9,5,35,3,6,5,1.8,91,9.75,1004,55,9,5,0,119,122,116,0,2,7.1,météo très défavorable
2017-03-06,8,5,31,4,5,6,1.8,92,8.875,1013,69.875,8,5,2,122,122,119,0,2,5.6,météo très défavorable
2017-03-07,9,5,20,4,9,5,1.4,83,10,1022,75.375,9,4,3,122,122,116,0,1,7.1,météo très défavorable
2017-03-08,12,9,29,6,12,12,1.1,95,7,1022,98.875,12,11,6,122,122,122,0,1,5.6,météo défavorable
2017-03-09,13,11,21,11,12,11,1.2,95,5,1026,94.125,13,11,9,122,122,143,0,3,5.7,météo défavorable
2017-03-10,14,8,9,6,12,8,0,86,6.5,1027,45.125,14,8,9,248,116,113,0,2,11.3,météo correcte
2017-03-11,15,9,10,4,14,10,0,80,10,1024,15.25,16,7,9,113,113,116,0,3,11.4,météo correcte
2017-03-12,16,11,13,5,15,11,0,89,10,1017,75.375,16,10,10,122,119,122,0,2,7.2,météo défavorable
2017-03-13,14,9,18,5,14,11,0,89,10,1032,48,14,9,7,113,116,122,0,3,8.7,météo correcte
2017-03-14,13,9,13,4,13,10,0,87,9,1035,44.75,14,9,9,116,113,122,0,2,10.1,météo correcte
2017-03-15,14,10,7,9,12,11,0,90,10,1035,88.875,14,9,9,122,122,119,0,2,5.8,météo défavorable
2017-03-16,18,11,9,5,16,12,0,85,9,1029,4.125,19,13,14,143,113,113,0,3,11.6,météo favorable
2017-03-17,11,8,15,7,11,8,0.2,86,10,1022,53.625,11,10,7,122,122,113,0,4,7.2,météo défavorable
2017-03-18,12,10,30,8,11,11,4.5,91,9.5,1018,100,12,10,7,122,122,122,0,2,6.2,météo défavorable
2017-03-19,11,10,23,10,11,10,0.4,92,9,1017,95.75,12,10,8,122,122,122,0,3,6.2,météo défavorable
2017-03-20,11,10,25,9,11,10,0,85,10,1015,89.75,11,8,7,119,122,122,0,2,6.3,météo défavorable
2017-03-21,10,5,18,7,10,5,1,80,8.875,1015,62.375,11,8,6,143,122,113,0,2,8.9,météo très défavorable
2017-03-22,12,6,24,3,11,7,0.1,86,10,1014,59,12,5,1,122,122,119,0,2,8.9,météo défavorable
2017-03-23,13,9,19,4,13,9,0.4,90,7,1017,82.375,13,9,6,122,122,122,0,2,6.3,météo défavorable
2017-03-24,13,9,22,7,13,9,1.6,93,6.625,1026,73.5,13,10,9,143,119,119,0,2,6.3,météo défavorable
